roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
242,360,-3.469705,0.0005465939,0.020473497,True,1,Visual,2,Visual – Peripheral,3,Dorsal Attention,6,Dorsal Attention – B,,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Unknown,Dorsal Attention ↔ Visual,inter,Dorsal Attention – B ↔ Visual – Peripheral,inter
38,337,-3.470131,0.0005459264,0.020473497,True,7,Default Mode,16,Default Mode – C,7,Default Mode,15,Default Mode – B,Right Subcallosal Cortex,Left Hippocampus,Left Hippocampus ↔ Right Subcallosal Cortex,Default Mode ↔ Default Mode,intra,Default Mode – B ↔ Default Mode – C,inter
29,44,-3.4702122,0.00054602517,0.020473497,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Paracingulate Gyrus,Right Frontal Pole,Right Frontal Pole ↔ Right Paracingulate Gyrus,Frontoparietal Control ↔ Frontoparietal Control,intra,Frontoparietal Control – C ↔ Salience/Ventral Attention – B,inter
145,392,-3.4713044,0.0005433753,0.020412799,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,16,Default Mode – C,Left Precentral Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Left Precentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – A,inter
254,344,-3.4722378,0.00054161897,0.020359132,True,7,Default Mode,13,Frontoparietal Control – C,3,Dorsal Attention,6,Dorsal Attention – B,Left Frontal Pole,Right Postcentral Gyrus,Left Frontal Pole ↔ Right Postcentral Gyrus,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – B ↔ Frontoparietal Control – C,inter
2,38,-3.4722953,0.0005416811,0.020359132,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,7,Default Mode,16,Default Mode – C,Right Frontal Pole,Right Subcallosal Cortex,Right Frontal Pole ↔ Right Subcallosal Cortex,Default Mode ↔ Frontoparietal Control,inter,Default Mode – C ↔ Salience/Ventral Attention – B,inter
221,343,-3.4771762,0.0005326871,0.020090064,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,17,Temporo-Parietal,Left Frontal Orbital Cortex,Left Temporal Pole,Left Frontal Orbital Cortex ↔ Left Temporal Pole,Default Mode ↔ Default Mode,intra,Temporo-Parietal ↔ Temporo-Parietal,intra
2,172,-3.4787235,0.000528723,0.019989746,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Frontal Pole,Right Frontal Pole,Right Frontal Pole ↔ Right Frontal Pole,Frontoparietal Control ↔ Frontoparietal Control,intra,Frontoparietal Control – C ↔ Salience/Ventral Attention – B,inter
48,354,-3.4797184,0.00052664254,0.019920917,True,7,Default Mode,13,Frontoparietal Control – C,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Inferior Temporal Gyrus; posterior division,Right Middle Frontal Gyrus,Right Inferior Temporal Gyrus; posterior division ↔ Right Middle Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – C,inter
77,230,-3.4805582,0.0005251051,0.01987257,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,0,Unknown,0,Unknown,Left Cingulate Gyrus; posterior division,,Left Cingulate Gyrus; posterior division ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
53,196,-3.4806526,0.00052486267,0.01987257,True,7,Default Mode,17,Temporo-Parietal,0,Unknown,0,Unknown,Right Superior Frontal Gyrus,,Right Superior Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
152,370,-3.4806912,0.0005248896,0.01987257,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,,Left Precentral Gyrus,Left Precentral Gyrus ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
28,341,-3.4810965,0.0005247307,0.01987257,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,14,Default Mode – A,Left Precentral Gyrus,Right Angular Gyrus,Left Precentral Gyrus ↔ Right Angular Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – A ↔ Somatomotor – A,inter
33,266,-3.4813807,0.000523802,0.01987257,True,0,Unknown,0,Unknown,7,Default Mode,16,Default Mode – C,Unknown,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
343,392,-3.482198,0.0005220031,0.019843368,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,16,Default Mode – C,Left Temporal Pole,Left Frontal Pole,Left Frontal Pole ↔ Left Temporal Pole,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Temporo-Parietal,inter
100,264,-3.4822893,0.00052264886,0.019858066,True,5,Limbic,10,Limbic – B,7,Default Mode,16,Default Mode – C,Right Subcallosal Cortex,Left Frontal Pole,Left Frontal Pole ↔ Right Subcallosal Cortex,Default Mode ↔ Limbic,inter,Default Mode – C ↔ Limbic – B,inter
29,167,-3.4831128,0.00052136777,0.019836292,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,3,Dorsal Attention,12,Frontoparietal Control – B,Right Paracingulate Gyrus,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Paracingulate Gyrus,Dorsal Attention ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Salience/Ventral Attention – B,inter
126,240,-3.483267,0.00052046985,0.019815244,True,0,Unknown,0,Unknown,3,Dorsal Attention,5,Dorsal Attention – A,,Right Precuneous Cortex,Right Precuneous Cortex ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – A ↔ Unknown,inter
60,114,-3.4834313,0.0005203225,0.019815244,True,7,Default Mode,16,Default Mode – C,1,Visual,1,Visual – Central,Right Paracingulate Gyrus,Left Lateral Occipital Cortex; inferior division,Left Lateral Occipital Cortex; inferior division ↔ Right Paracingulate Gyrus,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Central,inter
54,224,-3.483517,0.00052048755,0.019815244,True,2,Somatomotor,3,Somatomotor – A,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Precentral Gyrus,Right Insular Cortex,Right Insular Cortex ↔ Right Precentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – A,inter
113,246,-3.483555,0.00051993155,0.019815244,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,4,Somatomotor – B,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Insular Cortex,Right Insular Cortex ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Somatomotor – B,inter
129,223,-3.4843109,0.00051847193,0.019797517,True,7,Default Mode,16,Default Mode – C,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Superior Frontal Gyrus,Right Cingulate Gyrus; anterior division,Left Superior Frontal Gyrus ↔ Right Cingulate Gyrus; anterior division,Default Mode ↔ Salience / Ventral Attention,inter,Default Mode – C ↔ Salience/Ventral Attention – A,inter
232,376,-3.4844916,0.0005180095,0.019797517,True,7,Default Mode,16,Default Mode – C,3,Dorsal Attention,5,Dorsal Attention – A,Right Frontal Pole,Right Lateral Occipital Cortex; superior division,Right Frontal Pole ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Default Mode – C ↔ Dorsal Attention – A,inter
242,324,-3.4845824,0.00051824015,0.019797517,True,1,Visual,2,Visual – Peripheral,1,Visual,1,Visual – Central,,Right Occipital Pole,Right Occipital Pole ↔ Unknown,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Peripheral,inter
14,133,-3.4878619,0.00051130936,0.01957278,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,Left Caudate,Right Inferior Frontal Gyrus; pars triangularis,Left Caudate ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
154,213,-3.4886713,0.0005095406,0.019524578,True,7,Default Mode,16,Default Mode – C,0,Unknown,0,Unknown,Left Superior Frontal Gyrus,,Left Superior Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
225,249,-3.491021,0.0005057132,0.019425383,True,1,Visual,1,Visual – Central,7,Default Mode,17,Temporo-Parietal,Right Occipital Fusiform Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Right Occipital Fusiform Gyrus,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Central,inter
39,142,-3.4911003,0.00050513115,0.019423598,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,7,Default Mode,16,Default Mode – C,Left Insular Cortex,Right Frontal Pole,Left Insular Cortex ↔ Right Frontal Pole,Default Mode ↔ Salience / Ventral Attention,inter,Default Mode – C ↔ Salience/Ventral Attention – B,inter
151,177,-3.4929996,0.0005015992,0.01930716,True,1,Visual,1,Visual – Central,7,Default Mode,15,Default Mode – B,Right Occipital Pole,Left Precuneous Cortex,Left Precuneous Cortex ↔ Right Occipital Pole,Default Mode ↔ Visual,inter,Default Mode – B ↔ Visual – Central,inter
89,113,-3.4938772,0.0005011744,0.019300504,True,6,Frontoparietal Control,13,Frontoparietal Control – C,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Superior Frontal Gyrus,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Superior Frontal Gyrus,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Frontoparietal Control – C ↔ Salience/Ventral Attention – A,inter
191,215,-3.4949815,0.000497794,0.019189607,True,3,Dorsal Attention,12,Frontoparietal Control – B,7,Default Mode,13,Frontoparietal Control – C,Right Inferior Frontal Gyrus; pars opercularis,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Right Inferior Frontal Gyrus; pars opercularis,Default Mode ↔ Dorsal Attention,inter,Frontoparietal Control – B ↔ Frontoparietal Control – C,inter
87,325,-3.4953995,0.0004970616,0.019171018,True,5,Limbic,9,Limbic – A,7,Default Mode,16,Default Mode – C,Left Temporal Fusiform Cortex; posterior division,Right Paracingulate Gyrus,Left Temporal Fusiform Cortex; posterior division ↔ Right Paracingulate Gyrus,Default Mode ↔ Limbic,inter,Default Mode – C ↔ Limbic – A,inter
226,309,-3.4989102,0.00049111043,0.019008454,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,1,Visual,15,Default Mode – B,Left Paracingulate Gyrus,Right Parahippocampal Gyrus; posterior division,Left Paracingulate Gyrus ↔ Right Parahippocampal Gyrus; posterior division,Frontoparietal Control ↔ Visual,inter,Default Mode – B ↔ Salience/Ventral Attention – B,inter
113,251,-3.499149,0.0004907196,0.019002926,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Middle Temporal Gyrus; temporooccipital part,Left Middle Temporal Gyrus; temporooccipital part ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Frontoparietal Control ↔ Salience / Ventral Attention,inter,Frontoparietal Control – B ↔ Salience/Ventral Attention – A,inter
150,311,-3.4997287,0.0004894763,0.018973954,True,7,Default Mode,17,Temporo-Parietal,0,Unknown,0,Unknown,Right Superior Frontal Gyrus,Unknown,Right Superior Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
280,368,-3.5028267,0.0004842136,0.018808005,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,16,Default Mode – C,Left Middle Temporal Gyrus; posterior division,Left Cingulate Gyrus; posterior division,Left Cingulate Gyrus; posterior division ↔ Left Middle Temporal Gyrus; posterior division,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Temporo-Parietal,inter
209,250,-3.5030322,0.00048332708,0.01879262,True,7,Default Mode,13,Frontoparietal Control – C,2,Somatomotor,4,Somatomotor – B,Right Middle Temporal Gyrus; posterior division,Right Postcentral Gyrus,Right Middle Temporal Gyrus; posterior division ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Frontoparietal Control – C ↔ Somatomotor – B,inter
280,306,-3.5059226,0.00047912984,0.01866574,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,13,Frontoparietal Control – C,Left Middle Temporal Gyrus; posterior division,Right Middle Frontal Gyrus,Left Middle Temporal Gyrus; posterior division ↔ Right Middle Frontal Gyrus,Default Mode ↔ Default Mode,intra,Frontoparietal Control – C ↔ Temporo-Parietal,inter
114,374,-3.5085757,0.00047357738,0.01853693,True,1,Visual,1,Visual – Central,7,Default Mode,17,Temporo-Parietal,Left Lateral Occipital Cortex; inferior division,Left Middle Temporal Gyrus; posterior division,Left Lateral Occipital Cortex; inferior division ↔ Left Middle Temporal Gyrus; posterior division,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Central,inter
70,134,-3.508739,0.00047386487,0.01853693,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,Right Occipital Fusiform Gyrus,,Right Occipital Fusiform Gyrus ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
231,254,-3.5088933,0.0004731029,0.01853693,True,1,Visual,1,Visual – Central,7,Default Mode,13,Frontoparietal Control – C,Left Occipital Fusiform Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Left Occipital Fusiform Gyrus,Default Mode ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Central,inter
182,201,-3.5108278,0.00046946062,0.018442221,True,5,Limbic,9,Limbic – A,7,Default Mode,10,Limbic – B,Left Temporal Pole,Right Frontal Orbital Cortex,Left Temporal Pole ↔ Right Frontal Orbital Cortex,Default Mode ↔ Limbic,inter,Limbic – A ↔ Limbic – B,inter
196,273,-3.5109925,0.00046974287,0.018442221,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,,Right Frontal Pole,Right Frontal Pole ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
139,308,-3.5118833,0.0004681205,0.018406816,True,5,Limbic,15,Default Mode – B,1,Visual,5,Dorsal Attention – A,Left Amygdala,Right Lateral Occipital Cortex; superior division,Left Amygdala ↔ Right Lateral Occipital Cortex; superior division,Limbic ↔ Visual,inter,Default Mode – B ↔ Dorsal Attention – A,inter
158,231,-3.5120025,0.00046765327,0.018397883,True,7,Default Mode,16,Default Mode – C,1,Visual,1,Visual – Central,Left Paracingulate Gyrus,Left Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus ↔ Left Paracingulate Gyrus,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Central,inter
18,377,-3.5129144,0.00046684174,0.018384831,True,0,Unknown,0,Unknown,1,Visual,1,Visual – Central,,,Unknown ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
67,189,-3.5129745,0.00046626883,0.01837171,True,0,Unknown,0,Unknown,7,Default Mode,16,Default Mode – C,Right Caudate,Left Lateral Occipital Cortex; superior division,Left Lateral Occipital Cortex; superior division ↔ Right Caudate,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
60,184,-3.5143185,0.00046375842,0.018282197,True,7,Default Mode,16,Default Mode – C,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Right Paracingulate Gyrus,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Right Paracingulate Gyrus,Default Mode ↔ Salience / Ventral Attention,inter,Default Mode – C ↔ Salience/Ventral Attention – B,inter
161,339,-3.5145807,0.00046352108,0.018282197,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Central Opercular Cortex,Left Putamen,Left Central Opercular Cortex ↔ Left Putamen,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
159,343,-3.5151057,0.00046269232,0.01826836,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,7,Default Mode,17,Temporo-Parietal,Right Precentral Gyrus,Left Temporal Pole,Left Temporal Pole ↔ Right Precentral Gyrus,Default Mode ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – A ↔ Temporo-Parietal,inter
191,241,-3.5151186,0.00046203606,0.01826228,True,3,Dorsal Attention,12,Frontoparietal Control – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Inferior Frontal Gyrus; pars opercularis,Right Superior Frontal Gyrus,Right Inferior Frontal Gyrus; pars opercularis ↔ Right Superior Frontal Gyrus,Dorsal Attention ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – B,intra
177,272,-3.5152895,0.00046206173,0.01826228,True,7,Default Mode,15,Default Mode – B,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Precuneous Cortex,Right Supramarginal Gyrus; posterior division,Left Precuneous Cortex ↔ Right Supramarginal Gyrus; posterior division,Default Mode ↔ Frontoparietal Control,inter,Default Mode – B ↔ Frontoparietal Control – B,inter
33,139,-3.5160835,0.0004615484,0.018260827,True,0,Unknown,0,Unknown,5,Limbic,15,Default Mode – B,Unknown,Left Amygdala,Left Amygdala ↔ Unknown,Limbic ↔ Unknown,inter,Default Mode – B ↔ Unknown,inter
174,321,-3.516486,0.00045984078,0.0182298,True,3,Dorsal Attention,6,Dorsal Attention – B,0,Unknown,0,Unknown,Right Superior Frontal Gyrus,,Right Superior Frontal Gyrus ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – B ↔ Unknown,inter
213,382,-3.5166688,0.0004597733,0.0182298,True,0,Unknown,0,Unknown,0,Unknown,0,Unknown,,Unknown,Unknown ↔ Unknown,Unknown ↔ Unknown,intra,Unknown ↔ Unknown,intra
108,272,-3.516722,0.0004600842,0.0182298,True,1,Visual,2,Visual – Peripheral,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Cuneal Cortex,Right Supramarginal Gyrus; posterior division,Left Cuneal Cortex ↔ Right Supramarginal Gyrus; posterior division,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – B ↔ Visual – Peripheral,inter
239,280,-3.517265,0.0004583947,0.01820755,True,6,Frontoparietal Control,11,Frontoparietal Control – A,7,Default Mode,17,Temporo-Parietal,Right Cingulate Gyrus; anterior division,Left Middle Temporal Gyrus; posterior division,Left Middle Temporal Gyrus; posterior division ↔ Right Cingulate Gyrus; anterior division,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – A ↔ Temporo-Parietal,inter
82,97,-3.5184708,0.00045664856,0.018192377,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,0,Unknown,0,Unknown,Left Temporal Pole,,Left Temporal Pole ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
81,392,-3.5192642,0.0004556469,0.01816803,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,16,Default Mode – C,Right Precentral Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Right Precentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – B,inter
134,289,-3.5198724,0.0004541655,0.018146096,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,,Right Frontal Pole,Right Frontal Pole ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
122,282,-3.5213072,0.00045165644,0.018072143,True,1,Visual,2,Visual – Peripheral,1,Visual,2,Visual – Peripheral,Left Intracalcarine Cortex,Left Lingual Gyrus,Left Intracalcarine Cortex ↔ Left Lingual Gyrus,Visual ↔ Visual,intra,Visual – Peripheral ↔ Visual – Peripheral,intra
27,150,-3.5215244,0.0004518272,0.018072143,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,,Right Superior Frontal Gyrus,Right Superior Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
209,342,-3.5216289,0.0004517773,0.018072143,True,7,Default Mode,13,Frontoparietal Control – C,1,Visual,2,Visual – Peripheral,Right Middle Temporal Gyrus; posterior division,Right Precuneous Cortex,Right Middle Temporal Gyrus; posterior division ↔ Right Precuneous Cortex,Default Mode ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Peripheral,inter
21,70,-3.5222206,0.00045004347,0.018029029,True,0,Unknown,0,Unknown,1,Visual,1,Visual – Central,Left Thalamus,Right Occipital Fusiform Gyrus,Left Thalamus ↔ Right Occipital Fusiform Gyrus,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
83,151,-3.5228143,0.0004494436,0.018023841,True,1,Visual,5,Dorsal Attention – A,1,Visual,1,Visual – Central,,Right Occipital Pole,Right Occipital Pole ↔ Unknown,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Visual – Central,inter
178,194,-3.5238411,0.00044768088,0.017990809,True,7,Default Mode,17,Temporo-Parietal,2,Somatomotor,3,Somatomotor – A,Left Frontal Pole,Right Postcentral Gyrus,Left Frontal Pole ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
101,107,-3.5239677,0.00044715454,0.017984709,True,5,Limbic,17,Temporo-Parietal,2,Somatomotor,4,Somatomotor – B,Right Temporal Pole,Right Putamen,Right Putamen ↔ Right Temporal Pole,Limbic ↔ Somatomotor,inter,Somatomotor – B ↔ Temporo-Parietal,inter
96,390,-3.5257483,0.00044417006,0.017896645,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,0,Unknown,0,Unknown,Right Frontal Pole,Unknown,Right Frontal Pole ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
43,204,-3.5262086,0.000444539,0.017897828,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,Left Occipital Pole,,Left Occipital Pole ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
229,338,-3.5273616,0.0004417677,0.01783529,True,1,Visual,2,Visual – Peripheral,7,Default Mode,17,Temporo-Parietal,Right Lateral Occipital Cortex; superior division,Right Frontal Orbital Cortex,Right Frontal Orbital Cortex ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
150,391,-3.5290854,0.00043882808,0.017799973,True,7,Default Mode,17,Temporo-Parietal,1,Visual,2,Visual – Peripheral,Right Superior Frontal Gyrus,Right Lingual Gyrus,Right Lingual Gyrus ↔ Right Superior Frontal Gyrus,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
28,34,-3.5291705,0.0004386984,0.017799973,True,2,Somatomotor,3,Somatomotor – A,7,Default Mode,17,Temporo-Parietal,Left Precentral Gyrus,Right Temporal Pole,Left Precentral Gyrus ↔ Right Temporal Pole,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
9,156,-3.5293128,0.0004389836,0.017799973,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Left Insular Cortex,Left Paracingulate Gyrus,Left Insular Cortex ↔ Left Paracingulate Gyrus,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – B ↔ Salience/Ventral Attention – B,intra
155,177,-3.5297837,0.0004375819,0.017780768,True,6,Frontoparietal Control,13,Frontoparietal Control – C,7,Default Mode,15,Default Mode – B,Right Middle Temporal Gyrus; temporooccipital part,Left Precuneous Cortex,Left Precuneous Cortex ↔ Right Middle Temporal Gyrus; temporooccipital part,Default Mode ↔ Frontoparietal Control,inter,Default Mode – B ↔ Frontoparietal Control – C,inter
63,350,-3.5303786,0.00043719672,0.01777454,True,1,Visual,1,Visual – Central,1,Visual,2,Visual – Peripheral,Right Occipital Pole,,Right Occipital Pole ↔ Unknown,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Peripheral,inter
38,360,-3.530959,0.00043565902,0.01772427,True,7,Default Mode,16,Default Mode – C,3,Dorsal Attention,6,Dorsal Attention – B,Right Subcallosal Cortex,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Subcallosal Cortex,Default Mode ↔ Dorsal Attention,inter,Default Mode – C ↔ Dorsal Attention – B,inter
113,381,-3.531442,0.0004354432,0.01772427,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,3,Dorsal Attention,5,Dorsal Attention – A,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Lateral Occipital Cortex; superior division,Left Lateral Occipital Cortex; superior division ↔ Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Dorsal Attention ↔ Salience / Ventral Attention,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – A,inter
49,133,-3.5325253,0.00043310467,0.0176644,True,3,Dorsal Attention,6,Dorsal Attention – B,7,Default Mode,17,Temporo-Parietal,Left Postcentral Gyrus,Right Inferior Frontal Gyrus; pars triangularis,Left Postcentral Gyrus ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – B ↔ Temporo-Parietal,inter
10,34,-3.532772,0.00043282384,0.0176644,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,17,Temporo-Parietal,Left Heschl's Gyrus (includes H1 and H2),Right Temporal Pole,Left Heschl's Gyrus (includes H1 and H2) ↔ Right Temporal Pole,Default Mode ↔ Somatomotor,inter,Somatomotor – B ↔ Temporo-Parietal,inter
133,182,-3.534094,0.00043051437,0.017596213,True,7,Default Mode,17,Temporo-Parietal,5,Limbic,9,Limbic – A,Right Inferior Frontal Gyrus; pars triangularis,Left Temporal Pole,Left Temporal Pole ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Limbic,inter,Limbic – A ↔ Temporo-Parietal,inter
95,97,-3.5362813,0.0004289141,0.0175589,True,2,Somatomotor,4,Somatomotor – B,0,Unknown,0,Unknown,Left Postcentral Gyrus,,Left Postcentral Gyrus ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – B ↔ Unknown,inter
266,359,-3.538347,0.00042399016,0.017422162,True,7,Default Mode,16,Default Mode – C,2,Somatomotor,3,Somatomotor – A,Left Middle Frontal Gyrus,Right Postcentral Gyrus,Left Middle Frontal Gyrus ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – A,inter
63,100,-3.538693,0.0004233679,0.017408516,True,1,Visual,1,Visual – Central,5,Limbic,10,Limbic – B,Right Occipital Pole,Right Subcallosal Cortex,Right Occipital Pole ↔ Right Subcallosal Cortex,Limbic ↔ Visual,inter,Limbic – B ↔ Visual – Central,inter
63,234,-3.5387614,0.00042342336,0.017408516,True,1,Visual,1,Visual – Central,1,Visual,5,Dorsal Attention – A,Right Occipital Pole,Left Lateral Occipital Cortex; inferior division,Left Lateral Occipital Cortex; inferior division ↔ Right Occipital Pole,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Visual – Central,inter
